Acousticness,Danceability,Duration,Energy,Explicit,Instrumentalness,Liveness,Loudness,Mode,Speechiness,Tempo,TimeSignature,Valence
0.0284,0.445,215427,0.528,FALSE,0.0125,0.304,-5.16,1,0.0383,138.096,4,0.0435
1.25e-4,0.395,217600,0.855,FALSE,0.0333,0.16,-3.001,1,0.0356,130.892,3,0.472
6.91e-4,0.539,162600,0.831,TRUE,0.228,0.0933,-4.57,1,0.0883,103.293,4,0.445
3.31e-4,0.428,116893,0.88,FALSE,0.023,0.649,-2.392,1,0.0706,169.597,4,0.946
0.0022,0.263,151733,0.89,TRUE,0.00348,0.306,-2.913,1,0.177,190.389,4,0.286
0.0831,0.365,160493,0.939,FALSE,5.58e-5,0.0947,-3.523,1,0.0831,98.646,4,0.527
2.71e-4,0.516,126307,0.897,FALSE,0.468,0.164,-2.451,1,0.0582,154.852,4,0.579
0.639,0.669,246307,0.448,FALSE,4.06e-6,0.158,-8.566,1,0.0285,126.068,4,0.383
0.469,0.61,239347,0.56,FALSE,0,0.087,-7.392,1,0.0279,159.837,4,0.228
0.122,0.574,227907,0.61,FALSE,1.1e-6,0.13,-7.283,1,0.0732,74.957,4,0.374
0.736,0.739,200307,0.32,FALSE,1.47e-4,0.111,-10.862,0,0.239,79.97,4,0.351
0.0991,0.712,243347,0.603,FALSE,0,0.102,-3.753,1,0.0304,118.986,4,0.714
0.0527,0.613,208187,0.764,FALSE,0,0.197,-6.509,1,0.136,160.015,4,0.417
0.103,0.76,231827,0.703,FALSE,0,0.0913,-5.412,1,0.054,95.997,4,0.57
0.57,0.371,367133,0.341,FALSE,3.09e-5,0.101,-9.475,1,0.0319,89.038,1,0.196
0.0577,0.573,202080,0.767,FALSE,0,0.327,-2.929,1,0.0323,114.984,4,0.438
0.00498,0.557,214320,0.935,FALSE,6.11e-4,0.101,-3.694,1,0.0675,143.997,4,0.543
0.806,0.374,315173,0.504,FALSE,0,0.76,-8.407,1,0.0392,109.025,5,0.27
0.186,0.598,203507,0.504,FALSE,2.21e-4,0.34,-9.874,1,0.0731,163.954,4,0.252
0.314,0.578,235400,0.348,FALSE,0,0.1,-8.066,1,0.0257,92.673,4,0.218
0.0625,0.58,199200,0.781,FALSE,0,0.317,-2.788,1,0.0305,115.012,4,0.386
0.0692,0.55,220440,0.688,FALSE,0.00144,0.106,-7.416,1,0.0897,139.997,4,0.465
4.8e-4,0.419,290520,0.908,FALSE,0,0.815,-5.156,1,0.0651,139.813,4,0.472
0.204,0.766,211853,0.709,FALSE,1.41e-5,0.126,-6.471,0,0.123,128.07,4,0.506
0.383,0.529,179240,0.7,FALSE,0,0.0967,-3.303,1,0.026,96.019,4,0.372
0.00577,0.599,217973,0.466,FALSE,1.25e-6,0.0434,-6.756,1,0.0394,154.031,4,0.647
0.00727,0.695,230333,0.723,FALSE,1.2e-6,0.1,-3.806,1,0.0285,121.011,4,0.679
0.00463,0.633,230467,0.889,FALSE,4.58e-4,0.0658,-5.87,1,0.0715,121.956,4,0.584
0.0245,0.338,292427,0.818,FALSE,0,0.889,-7.495,1,0.0496,162.157,4,0.177
0.717,0.781,107133,0.357,FALSE,0,0.185,-16.394,1,0.912,118.317,4,0.645
0.104,0.681,226280,0.905,FALSE,1.43e-4,0.0714,-4.592,0,0.036,125.004,4,0.631
0.186,0.552,302253,0.608,FALSE,0,0.125,-5.29,0,0.0259,134.05,4,0.17
0.301,0.727,204827,0.753,FALSE,1.5e-6,0.0811,-6.655,1,0.0244,100.114,4,0.904
0.245,0.602,195707,0.755,FALSE,0,0.178,-4.991,1,0.071,159.965,4,0.495
0.0352,0.706,240267,0.505,FALSE,0,0.13,-7.639,1,0.0358,117.935,4,0.561
0.824,0.714,292920,0.309,FALSE,0,0.136,-8.828,1,0.0302,124.894,4,0.545
0.678,0.481,250093,0.435,FALSE,0,0.0928,-8.795,1,0.0321,143.95,4,0.107
0.0139,0.516,217160,0.917,FALSE,6.37e-6,0.36,-3.186,0,0.0827,145.821,4,0.635
0.0803,0.661,173333,0.859,FALSE,0,0.0926,-2.445,1,0.0315,105.583,4,0.802
0.842,0.563,217613,0.443,FALSE,0,0.293,-5.078,1,0.0247,80.962,4,0.313
0.114,0.543,201107,0.686,FALSE,0,0.335,-4.751,1,0.0357,177.874,4,0.555
0.0692,0.55,220440,0.688,FALSE,0.00144,0.106,-7.416,1,0.0897,139.997,4,0.465
7.43e-4,0.553,235800,0.841,FALSE,1.19e-5,0.341,-6.937,1,0.0396,92.008,4,0.338
0.00889,0.897,173387,0.366,FALSE,3.53e-4,0.0715,-8.029,1,0.0569,100.003,4,0.416
0.00917,0.455,336827,0.783,FALSE,0,0.918,-5.184,1,0.0393,114.981,4,0.298
0.00502,0.477,220147,0.735,FALSE,0,0.128,-5.686,1,0.0346,156.035,4,0.326
0.0448,0.602,329160,0.605,FALSE,3.34e-4,0.128,-7.803,1,0.0244,93.061,4,0.316
0.678,0.481,250093,0.435,FALSE,0,0.0928,-8.795,1,0.0321,143.95,4,0.107
0.0647,0.647,219200,0.8,FALSE,0,0.334,-5.384,1,0.165,160.078,4,0.942
0.021,0.622,234213,0.637,FALSE,1.44e-4,0.189,-5.401,1,0.0289,119.054,4,0.291
7.43e-4,0.553,235800,0.841,FALSE,1.19e-5,0.341,-6.937,1,0.0396,92.008,4,0.338
0.829,0.592,216333,0.128,FALSE,0,0.527,-17.932,0,0.589,78.828,4,0.15
0.00306,0.445,344573,0.887,FALSE,2.67e-5,0.931,-5.629,0,0.0768,145.954,4,0.386
0.567,0.546,232107,0.506,FALSE,0,0.122,-6.334,1,0.0269,152.175,4,0.39
0.808,0.557,293453,0.496,FALSE,1.73e-4,0.0772,-9.602,1,0.0563,149.983,4,0.265
0.122,0.574,227907,0.61,FALSE,1.1e-6,0.13,-7.283,1,0.0732,74.957,4,0.374
0.00623,0.504,200200,0.7,FALSE,1.24e-6,0.342,-4.826,1,0.0326,177.822,4,0.63
0.101,0.704,242760,0.621,FALSE,4.3e-6,0.14,-8.086,1,0.0334,109.995,4,0.395
0.0192,0.649,220600,0.777,FALSE,4.87e-4,0.234,-5.797,1,0.0391,126.014,4,0.616
0.00471,0.483,223920,0.548,FALSE,2.01e-6,0.0997,-6.291,1,0.0254,79.926,4,0.217
0.0348,0.789,212600,0.634,FALSE,1.64e-6,0.302,-4.762,1,0.0323,116.992,4,0.658
0.0396,0.605,260933,0.787,FALSE,1.42e-6,0.163,-3.002,1,0.0308,114.987,4,0.374
0.0053,0.544,376467,0.728,FALSE,0,0.865,-5.838,1,0.0282,101.939,4,0.204
0.177,0.843,254827,0.555,FALSE,1.34e-6,0.0977,-7.359,1,0.0316,116.001,4,0.815
0.234,0.522,237613,0.531,FALSE,5.05e-6,0.237,-8.237,1,0.0276,79.055,4,0.344
0.00302,0.621,231867,0.779,FALSE,3.22e-6,0.187,-2.943,1,0.0301,121.034,4,0.67
0.713,0.327,189147,0.488,FALSE,0,0.837,-9.287,1,0.0322,104.46,4,0.363
0.454,0.712,198533,0.732,FALSE,0,0.319,-6.754,1,0.0629,94.071,4,0.313
0.033,0.61,193000,0.83,FALSE,0,0.118,-4.105,1,0.0571,182.162,4,0.728
0.627,0.625,283680,0.345,FALSE,0.0281,0.127,-12.378,1,0.029,129.974,3,0.24
0.298,0.664,170640,0.316,FALSE,2.03e-6,0.0812,-10.345,1,0.519,92.875,4,0.541
0.801,0.675,131187,0.234,FALSE,0,0.657,-15.064,0,0.721,127.296,4,0.578
0.191,0.843,256040,0.541,FALSE,1.85e-6,0.108,-7.361,1,0.0318,116.001,4,0.838
0.678,0.481,250093,0.435,FALSE,0,0.0928,-8.795,1,0.0321,143.95,4,0.107
0.971,0.737,150440,0.175,FALSE,3.37e-4,0.171,-9.912,1,0.0401,70.008,4,0.545
0.00364,0.765,247533,0.656,FALSE,0.00868,0.0918,-6.112,1,0.0504,119.997,4,0.545
0.707,0.474,267107,0.48,FALSE,1.08e-4,0.0903,-8.894,1,0.0622,170.109,4,0.319
0.521,0.479,251213,0.547,FALSE,0,0.0728,-4.948,1,0.0275,146.147,4,0.238
0.0636,0.615,248147,0.694,FALSE,1.28e-6,0.83,-5.251,1,0.0318,118.876,4,0.373
0.0315,0.708,240133,0.515,FALSE,0,0.132,-7.588,1,0.0364,117.92,4,0.521
0.041,0.61,262920,0.782,FALSE,0,0.16,-2.98,1,0.0309,114.977,4,0.399
0.00882,0.675,214320,0.703,FALSE,2.21e-6,0.0391,-7.902,1,0.0382,110.01,4,0.314
0.748,0.541,292560,0.453,FALSE,0,0.2,-6.459,1,0.0266,141.757,4,0.377
0.0856,0.609,220827,0.888,FALSE,1.42e-4,0.0924,-4.183,0,0.0466,124.966,4,0.623
0.00934,0.526,191880,0.682,FALSE,1.87e-5,0.0936,-5.841,1,0.158,172.095,4,0.755
0.0885,0.646,211933,0.794,FALSE,6.16e-6,0.201,-6.104,1,0.19,170.216,4,0.287
0.0717,0.535,353253,0.626,FALSE,0.00127,0.158,-3.895,1,0.0274,81.963,4,0.218
0.0826,0.436,242080,0.95,FALSE,1.08e-6,0.149,-2.627,1,0.057,162.088,4,0.352
0.537,0.608,237920,0.569,FALSE,0,0.097,-7.227,1,0.0284,159.845,4,0.238
0.157,0.62,285560,0.521,FALSE,3.9e-6,0.0997,-7.217,1,0.0315,125.941,4,0.281
0.18,0.822,239720,0.618,FALSE,1.88e-4,0.123,-8.166,1,0.0349,109.98,4,0.575
0.0398,0.6,327893,0.631,FALSE,4.69e-4,0.128,-7.783,1,0.0255,93.04,4,0.314
0.0027,0.664,230133,0.739,FALSE,0.00273,0.0742,-6.539,1,0.0377,104.012,4,0.703
0.232,0.815,271000,0.377,FALSE,0,0.1,-7.754,1,0.0346,103.97,4,0.211
0.00254,0.66,232120,0.733,FALSE,0.00146,0.0473,-6.564,1,0.0379,104.009,4,0.68
0.0182,0.648,217827,0.782,FALSE,2.44e-4,0.198,-5.779,1,0.0394,125.997,4,0.637
0.512,0.464,248107,0.591,FALSE,0,0.0944,-4.693,1,0.0286,146.172,4,0.207
0.028,0.662,234147,0.747,FALSE,0.00615,0.138,-6.926,0,0.0736,150.088,4,0.487
0.00556,0.547,267653,0.808,FALSE,3.04e-4,0.0587,-3.63,1,0.0398,139.908,4,0.65
0.313,0.626,204707,0.427,FALSE,0,0.138,-6.993,1,0.0234,99.959,4,0.263
0.0348,0.789,212600,0.634,FALSE,1.64e-6,0.302,-4.762,1,0.0323,116.992,4,0.658
0.00454,0.536,280333,0.768,FALSE,0,0.106,-4.157,1,0.0361,95.996,4,0.237
0.00201,0.605,193293,0.725,FALSE,2.02e-5,0.101,-5.729,1,0.0323,96.97,4,0.539
0.166,0.589,403920,0.47,FALSE,1.45e-6,0.112,-5.32,1,0.028,119.386,3,0.102
0.0767,0.777,190360,0.658,FALSE,0,0.0901,-5.191,1,0.054,110.048,4,0.633
0.0467,0.647,179067,0.762,FALSE,0,0.0883,-3.9,1,0.0337,100.021,4,0.54
0.155,0.374,362827,0.516,FALSE,0,0.795,-8.745,1,0.0294,142.057,4,0.171
0.167,0.251,146107,0.918,FALSE,1.31e-5,0.692,-5.952,1,0.492,172.691,4,0.197
0.907,0.525,133507,0.605,FALSE,0.893,0.313,-3.361,1,0.036,75.75,4,0.367
0.191,0.505,178440,0.201,FALSE,0.0111,0.156,-14.673,1,0.0352,112.006,4,0.135
0.87,0.424,219760,0.0851,FALSE,1.33e-6,0.16,-18.672,1,0.0473,77.734,3,0.284
0.623,0.335,186240,0.644,FALSE,2.2e-5,0.231,-3.386,1,0.0336,182.6,4,0.273
0.288,0.601,241867,0.667,FALSE,0.00346,0.097,-9.864,1,0.0351,97.125,4,0.815
0.085,0.329,194360,0.811,FALSE,0.822,0.0783,-6.109,1,0.118,84.205,4,0.401
0.00164,0.199,160107,0.941,FALSE,0.017,0.683,-5.752,0,0.238,90.928,4,0.202
0.303,0.309,185413,0.905,FALSE,0.898,0.099,-3.079,1,0.059,78.232,4,0.411
0.543,0.571,174333,0.53,FALSE,6.05e-4,0.201,-4.338,1,0.0391,79.563,4,0.366
0.0172,0.514,249240,0.517,FALSE,0.031,0.287,-12.197,1,0.113,114.6,4,0.448
0.801,0.633,142200,0.738,FALSE,0.0864,0.356,-4.746,0,0.0625,113.13,4,0.491
0.0197,0.324,272293,0.661,FALSE,0.0189,0.345,-5.449,1,0.0635,79.028,4,0.636
0.7,0.397,211800,0.52,FALSE,0.0257,0.0902,-4.065,1,0.0288,65.893,3,0.0746
1.23e-4,0.218,107600,0.892,FALSE,0.733,0.135,-5.203,1,0.152,78.871,4,0.196
0.0847,0.364,258800,0.459,FALSE,0.0624,0.0894,-7.608,0,0.039,83.846,4,0.192
0.0417,0.335,118533,0.956,FALSE,0.00103,0.316,-4.471,0,0.416,83.238,4,0.2
0.00933,0.591,226560,0.755,FALSE,6.7e-4,0.0855,-7.277,0,0.103,95.387,4,0.471
0.406,0.355,123267,0.944,FALSE,4.28e-5,0.159,-3.022,1,0.175,179.322,4,0.273
0.942,0.68,249960,0.369,FALSE,0.0821,0.123,-13.046,1,0.0344,134.102,4,0.424
0.897,0.516,185000,0.625,FALSE,3.57e-5,0.101,-4.706,1,0.0353,68.114,4,0.457
0.154,0.521,156560,0.827,FALSE,6.97e-4,0.283,-4.134,1,0.0732,94.054,4,0.711
0.616,0.585,262573,0.565,FALSE,0.0025,0.283,-8.663,1,0.0334,93.183,4,0.498
0.333,0.372,170613,0.477,FALSE,9.96e-5,0.0659,-4.382,1,0.0317,139.21,4,0.325
0.0775,0.359,149067,0.876,FALSE,0.669,0.159,-2.315,1,0.111,128.754,4,0.361
0.326,0.345,114360,0.918,FALSE,0.00516,0.0919,-2.243,1,0.268,150.545,4,0.406
0.35,0.188,140293,0.952,FALSE,0.00134,0.369,-2.914,1,0.155,186.601,4,0.548
0.0336,0.349,337853,0.748,FALSE,0.0581,0.256,-5.565,0,0.0831,131.094,4,0.0931
0.921,0.731,35227,0.232,FALSE,3.45e-5,0.302,-11.153,1,0.186,83.231,4,0.619
0.368,0.464,220333,0.738,FALSE,9.35e-5,0.416,-7.023,1,0.0394,93.849,4,0.38
0.548,0.537,328560,0.435,FALSE,0.027,0.107,-10.762,1,0.0868,85.589,4,0.227
0.00679,0.753,231800,0.457,FALSE,0.484,0.311,-7.709,1,0.0767,123.913,4,0.297
0.0243,0.183,187547,0.86,FALSE,0.0206,0.662,-5.941,0,0.23,187.886,4,0.141
0.61,0.324,107173,0.883,FALSE,1.41e-6,0.0666,-2.756,1,0.0504,124.641,4,0.49
0.0792,0.181,183893,0.985,FALSE,0.00584,0.0706,-3.486,1,0.394,179.478,4,0.396
0.0041,0.367,224227,0.848,FALSE,0.00349,0.117,-6.713,0,0.0937,123.967,4,0.363
0.0823,0.253,186053,0.985,FALSE,0.0119,0.971,-3.85,1,0.366,108.888,4,0.0963
0.127,0.335,262067,0.527,FALSE,3.46e-4,0.108,-3.939,1,0.0395,98.388,4,0.0944
0.0168,0.195,175013,0.91,FALSE,0.00126,0.651,-4.633,1,0.266,169.769,4,0.149
0.0226,0.377,292307,0.786,FALSE,6.77e-4,0.92,-7.104,1,0.088,86.95,4,0.375
0.693,0.662,178293,0.742,FALSE,0,0.0665,-7.658,1,0.0439,127.584,4,0.724
0.69,0.323,110093,0.976,FALSE,2.11e-4,0.794,-1.598,1,0.129,95.883,4,0.396
0.902,0.378,193693,0.514,FALSE,0.00505,0.106,-4.61,0,0.0332,142.094,4,0.0921
0.541,0.445,144120,0.589,FALSE,0,0.962,-10.876,1,0.0551,102.942,4,0.383
0.483,0.451,109600,0.909,FALSE,3.28e-5,0.109,-2.161,1,0.0645,116.838,1,0.854
0.144,0.418,202240,0.958,FALSE,0.0301,0.375,-2.892,1,0.172,164.028,4,0.242
0.985,0.48,259573,0.176,FALSE,0.00545,0.1,-13.389,1,0.0487,99.535,3,0.148
0.222,0.269,232733,0.728,FALSE,0.00428,0.086,-9.261,1,0.133,79.137,4,0.282
0.00808,0.689,212267,0.511,FALSE,0.276,0.0914,-8.407,0,0.0742,128.458,4,0.578
0.0979,0.482,157560,0.664,FALSE,5.48e-6,0.256,-8.384,0,0.33,151.302,4,0.644
0.483,0.384,130333,0.79,FALSE,0,0.0751,-2.552,1,0.097,194.418,4,0.742
0.599,0.393,166493,0.724,FALSE,0,0.108,-8.097,1,0.106,94.783,4,0.378
0.0837,0.45,256600,0.596,FALSE,0.731,0.112,-9.283,0,0.053900000000000003,96.614,4,0.12
0.86,0.444,188547,0.568,FALSE,3.07e-5,0.123,-5.01,1,0.0337,87.793,4,0.328
0.128,0.419,143387,0.93,FALSE,5.52e-6,0.816,-6.151,1,0.256,77.305,4,0.205
0.667,0.603,138893,0.746,FALSE,0,0.28,-6.478,1,0.0411,135.089,4,0.514
0.796,0.355,189667,0.55,FALSE,2.93e-5,0.108,-3.642,1,0.028,79.74,4,0.298
0.764,0.306,195467,0.516,FALSE,0.00666,0.152,-7.894,1,0.043,74.906,4,0.519
0.109,0.511,162333,0.957,FALSE,0.804,0.359,-3.916,0,0.1,135.804,4,0.537
0.203,0.308,256373,0.772,FALSE,0.277,0.54,-8.537,1,0.149,94.209,4,0.258
0.693,0.603,144267,0.839,FALSE,0.627,0.211,-4.361,0,0.0339,118.72,4,0.721
0.021,0.424,254533,0.632,FALSE,0.0117,0.0545,-7.243,1,0.0922,97.694,4,0.356
0.468,0.353,150827,0.958,FALSE,0.341,0.258,-1.683,1,0.0778,76.617,4,0.198
0.7,0.497,206333,0.496,FALSE,8.17e-4,0.0657,-4.485,1,0.074,124.535,4,0.0717
0.0647,0.335,190600,0.967,FALSE,1.04e-5,0.904,-5.392,1,0.219,95.829,4,0.139
0.826,0.461,241427,0.268,FALSE,0.0129,0.117,-11.619,1,0.0529,109.151,4,0.15
0.345,0.513,174960,0.611,FALSE,0,0.114,-3.865,1,0.0699,93.106,4,0.495
0.0016,0.311,252960,0.807,FALSE,0.0379,0.789,-5.121,1,0.0621,99.072,4,0.212
0.186,0.346,193507,0.767,FALSE,3.51e-5,0.105,-3.977,0,0.0551,78.925,4,0.47
0.354,0.403,223640,0.603,FALSE,0,0.27,-7.273,1,0.0586,76.389,4,0.421
0.435,0.492,124533,0.829,FALSE,2.86e-5,0.331,-3.067,0,0.0485,75.152,4,0.493
0.0302,0.192,108467,0.991,FALSE,0.281,0.0876,-3.92,1,0.466,182.669,4,0.428
0.583,0.595,162560,0.396,FALSE,0,0.0629,-10.091,1,0.16,166.525,4,0.696
0.01,0.459,50373,0.746,FALSE,0,0.0632,-3.47,1,0.0424,173.667,4,0.771
0.209,0.504,194240,0.929,FALSE,2.08e-4,0.0609,-3.41,1,0.181,95.401,4,0.755
0.375,0.599,148533,0.499,FALSE,0,0.479,-7.063,1,0.125,169.002,4,0.683
0.0525,0.526,439000,0.666,FALSE,0.165,0.103,-7.049,1,0.173,78.188,4,0.607
0.422,0.484,133427,0.592,FALSE,2.03e-4,0.104,-2.994,1,0.055,127.098,4,0.695
0.0102,0.165,191613,0.988,FALSE,0.109,0.424,-5.106,0,0.441,94.298,4,0.0906
0.428,0.277,90600,0.977,FALSE,0.751,0.154,-1.82,0,0.256,138.265,5,0.722
0.0573,0.469,168307,0.761,FALSE,0.00439,0.114,-4.791,1,0.0731,136.831,4,0.466
0.783,0.265,149400,0.977,FALSE,0.00659,0.286,-1.887,1,0.243,77.479,4,0.391
0.336,0.496,155773,0.764,FALSE,0,0.133,-7.829,0,0.148,90.355,4,0.735
0.162,0.313,266293,0.919,FALSE,1.46e-4,0.944,-4.33,1,0.164,83.207,3,0.152
0.909,0.479,132200,0.309,FALSE,0.113,0.115,-5.574,1,0.0412,85.874,4,0.133
0.16,0.231,270027,0.948,FALSE,0.558,0.335,-2.443,0,0.0554,190.112,4,0.827
0.45,0.52,200533,0.456,FALSE,2.43e-4,0.0347,-8.739,1,0.0256,77.74,4,0.431
0.846,0.552,187440,0.546,FALSE,0.0285,0.16,-6.385,1,0.041,128.752,4,0.323
0.0217,0.295,197733,0.98,FALSE,5.2e-4,0.0936,-4.191,0,0.421,151.856,4,0.284
0.797,0.469,227373,0.321,FALSE,0.00121,0.448,-10.671,1,0.0538,97.088,4,0.178
0.701,0.537,141224,0.421,FALSE,0,0.0817,-7.116,1,0.0276,97.183,4,0.428
0.432,0.414,113667,0.967,FALSE,0.0513,0.301,-3.036,1,0.147,170.303,4,0.679
0.0233,0.427,234400,0.745,FALSE,6.23e-5,0.183,-5.516,1,0.049,83.96,4,0.562
0.674,0.275,218867,0.833,FALSE,0.473,0.152,-1.825,1,0.0404,168.237,4,0.112
0.145,0.15,139160,0.791,FALSE,0.658,0.0822,-4.497,1,0.0696,177.251,3,0.347
0.0415,0.308,332920,0.829,FALSE,2.44e-5,0.885,-5.231,1,0.0731,80.788,4,0.354
0.775,0.177,111040,0.997,FALSE,0.521,0.105,-1.142,1,0.214,174.585,4,0.379
0.0431,0.499,185733,0.876,FALSE,5.11e-6,0.572,-4.374,1,0.0377,125.515,4,0.355
0.617,0.247,201440,0.609,FALSE,0.0314,0.373,-5.331,1,0.0414,64.665,4,0.261
0.439,0.376,183933,0.608,FALSE,2.82e-6,0.0753,-4.071,0,0.0329,80.528,4,0.439
0.147,0.375,157680,0.552,FALSE,0.554,0.169,-8.82,1,0.0308,150.297,4,0.301
0.00451,0.599,263907,0.882,FALSE,0.011,0.113,-8.768,1,0.0382,139.716,4,0.877
0.955,0.614,268979,0.225,FALSE,1.7e-5,0.106,-13.007,0,0.0269,103.099,4,0.304
0.0492,0.568,312560,0.854,FALSE,0.0255,0.103,-8.485,0,0.0412,138.799,4,0.539
0.0107,0.634,199707,0.743,FALSE,2.15e-6,0.0387,-6.832,1,0.0364,150.058,4,0.597
0.011,0.495,337506,0.728,FALSE,0.00353,0.151,-9.549,1,0.0385,125.81,4,0.218
3.41e-5,0.576,387707,0.663,FALSE,0.87,0.06,-9.868,1,0.0342,107.807,4,0.234
0.236,0.672,178147,0.78,FALSE,0.82,0.0631,-11.135,0,0.0365,135.704,4,0.964
0.456,0.158,131867,0.0426,FALSE,0.929,0.0607,-30.483,1,0.0486,176.077,3,0.101
0.502,0.183,152160,0.0598,FALSE,0,0.0879,-21.218,1,0.0306,83.793,1,0.0738
0.787,0.648,198740,0.268,FALSE,0,0.0881,-12.368,1,0.0317,87.96,4,0.519
0.00584,0.16,286680,0.754,FALSE,0.29,0.266,-8.409,1,0.0382,169.617,4,0.301
1.47e-4,0.564,248030,0.562,FALSE,0.62,0.311,-12.981,1,0.0293,114.4,4,0.426
0.0319,0.228,182427,0.905,FALSE,1.35e-5,0.113,-7.047,0,0.0575,155.18,4,0.423
0.00475,0.762,271787,0.681,FALSE,0.638,0.107,-10.318,1,0.0392,128.969,4,0.684
0.154,0.42,351029,0.785,FALSE,0,0.986,-8.984,1,0.0446,99.734,4,0.328
0.106,0.239,389933,0.442,FALSE,0.0411,0.0738,-11.494,1,0.0308,185.723,4,0.4
0.0185,0.267,188467,0.943,FALSE,5.88e-5,0.977,-8.154,1,0.0886,157.87,4,0.265
0.00173,0.282,382773,0.517,FALSE,0.695,0.0804,-13.069,1,0.0373,94.7,4,0.138
0.0331,0.319,242747,0.854,FALSE,0.655,0.106,-6.908,1,0.052,151.092,4,0.636
0.134,0.719,320200,0.643,FALSE,0.531,0.0663,-14.809,1,0.0462,119.741,4,0.734
0.04,0.543,242240,0.898,FALSE,1.31e-6,0.123,-7.781,0,0.0469,141.574,4,0.854
2.07e-4,0.543,295516,0.432,FALSE,0.369,0.146,-11.832,1,0.0288,110.196,4,0.107
0.00629,0.389,253293,0.911,FALSE,0,0.963,-7.607,1,0.0431,108.925,4,0.435
0.00668,0.529,355827,0.858,FALSE,1.09e-4,0.0866,-7.293,0,0.0429,140.685,4,0.902
6.08e-5,0.557,205147,0.746,FALSE,0.00546,0.188,-6.171,1,0.0337,149.035,4,0.601
0.0302,0.432,316427,0.679,FALSE,4.35e-4,0.053,-10.594,1,0.0366,132.678,4,0.414
9.63e-4,0.403,281000,0.92,FALSE,0.00501,0.926,-6.473,0,0.0337,145.123,4,0.282
0.135,0.525,314450,0.251,FALSE,0.853,0.329,-20.426,1,0.0333,103.577,4,0.0574
0.133,0.394,628131,0.769,FALSE,0.00484,0.286,-10.172,0,0.0946,136.929,4,0.159
0.00379,0.528,296240,0.832,FALSE,4.2e-4,0.153,-6.461,1,0.0265,100.158,4,0.633
9.86e-4,0.454,200547,0.768,FALSE,1.08e-4,0.0797,-7.899,1,0.0416,149.404,4,0.597
0.00552,0.407,225985,0.884,FALSE,0,0.992,-8.576,1,0.0473,113.972,3,0.446
0.00538,0.365,217787,0.942,FALSE,1.74e-4,0.251,-7.443,1,0.0458,155.403,4,0.832
3.52e-5,0.507,269053,0.934,FALSE,0.0253,0.161,-8.888,0,0.0553,108.345,4,0.417
0.00112,0.505,221373,0.759,FALSE,3.65e-4,0.168,-6.871,1,0.0303,128.63,4,0.65
0.467,0.642,220733,0.609,FALSE,0,0.14,-7.037,1,0.0261,92.032,4,0.51
0.0344,0.298,253029,0.32,FALSE,0.809,0.0906,-15.174,0,0.0406,117.613,4,0.0396
0.0153,0.39,350427,0.554,FALSE,3.85e-4,0.946,-13.21,1,0.0428,123.985,4,0.638
0.0121,0.528,259200,0.341,FALSE,0.906,0.511,-18.143,0,0.0553,180.453,4,0.108
2.96e-4,0.497,300307,0.869,FALSE,0.0345,0.144,-5.217,1,0.0568,116.926,3,0.381
0.00251,0.624,342800,0.909,FALSE,0.0352,0.0369,-7.438,0,0.0341,141.602,4,0.88
0.00136,0.433,211813,0.705,FALSE,0.00512,0.0682,-7.686,1,0.0389,110.299,3,0.546
0.02,0.453,293809,0.934,FALSE,0.00324,0.804,-8.529,0,0.0637,109.965,4,0.453
0.725,0.402,281067,0.308,FALSE,3.09e-4,0.135,-11.615,0,0.029,173.755,4,0.14
0.00156,0.674,243587,0.659,FALSE,0.00765,0.108,-8.049,1,0.0277,99.768,4,0.697
0.183,0.623,245599,0.614,FALSE,1.52e-6,0.129,-8.695,1,0.032,141.941,4,0.439
0.897,0.149,130443,0.116,FALSE,0.568,0.148,-17.917,1,0.0405,137.66,1,0.0398
0.0067,0.336,271547,0.653,FALSE,0.438,0.136,-10.21,1,0.0499,152.308,4,0.461
0.852,0.155,125345,0.263,FALSE,0.692,0.739,-13.284,0,0.0344,193.065,4,0.0398
4.39e-5,0.423,270067,0.693,FALSE,0.1,0.0993,-9.948,0,0.0331,100.564,3,0.134
0.0608,0.569,220293,0.884,FALSE,4.93e-6,0.669,-7.19,1,0.055,151.144,4,0.893
0.05,0.504,265383,0.859,FALSE,0.0142,0.404,-4.939,0,0.0543,88.046,4,0.564
8.19e-4,0.513,328100,0.695,FALSE,0.176,0.989,-9.231,1,0.0299,111.092,4,0.256
0.182,0.568,226763,0.487,FALSE,1.89e-5,0.426,-9.709,1,0.0257,104.996,4,0.36
0.0731,0.251,316987,0.815,FALSE,0.117,0.34,-7.155,0,0.0404,93.979,4,0.322
0.00586,0.331,239040,0.701,FALSE,1.14e-4,0.122,-5.591,0,0.0587,124.471,4,0.176
0.803,0.274,259747,0.204,FALSE,0.00118,0.0982,-15.986,1,0.0371,190.41,4,0.117
4.18e-4,0.686,417307,0.849,FALSE,0.812,0.188,-9.852,1,0.0601,118.079,4,0.507
1.71e-6,0.549,276627,0.799,FALSE,0.489,0.0741,-9.45,1,0.0285,133.988,4,0.772
0.136,0.334,292846,0.679,FALSE,0.00351,0.254,-9.074,1,0.0341,69.124,4,0.37
0.867,0.371,332773,0.238,FALSE,0.0241,0.0966,-16.164,1,0.0299,179.99,4,0.329
0.0401,0.542,253547,0.656,FALSE,2.42e-4,0.584,-8.209,1,0.0312,118.395,4,0.397
