Acousticness,Danceability,Duration,Energy,Explicit,Instrumentalness,Liveness,Loudness,Mode,Speechiness,Tempo,TimeSignature,Valence
0.343,0.783,214265,0.61,FALSE,0,0.0983,-6.124,1,0.0696,100.047,4,0.418
0.00233,0.588,255413,0.469,FALSE,1.17e-4,0.105,-9.661,0,0.0288,102.731,4,0.558
0.142,0.661,196613,0.529,FALSE,8.49e-5,0.108,-8.458,1,0.0246,103.905,4,0.379
0.136,0.396,301959,0.856,FALSE,0,0.326,-5.137,0,0.0524,98.761,4,0.414
0.0146,0.738,231173,0.614,FALSE,0,0.102,-3.761,1,0.0318,110.025,4,0.434
0.461,0.934,193604,0.564,FALSE,1.84e-5,0.101,-4.806,1,0.0638,115.092,4,0.543
0.57,0.451,318520,0.693,FALSE,8.43e-5,0.61,-9.101,1,0.105,154.757,4,0.508
0.0146,0.735,256453,0.809,FALSE,0,0.331,-6.609,0,0.0838,128.036,4,0.777
0.0289,0.639,201307,0.949,FALSE,0,0.0855,-2.741,0,0.0669,164.054,4,0.964
0.00685,0.679,225750,0.656,FALSE,0,0.75,-9.127,0,0.0458,81.972,4,0.82
0.044,0.744,214547,0.871,FALSE,0.00544,0.94,-4.617,0,0.0892,142.035,4,0.722
0.0834,0.796,199853,0.608,FALSE,3.54e-6,0.125,-5.124,0,0.0568,110.025,4,0.425
0.119,0.697,234307,0.712,TRUE,0,0.0468,-6.305,0,0.109,100.054,4,0.432
0.082,0.613,239920,0.765,FALSE,1.25e-6,0.092,-6.582,1,0.0441,103.951,4,0.299
0.146,0.671,229813,0.762,FALSE,0,0.113,-6.235,1,0.0388,120.025,4,0.442
0.0171,0.518,187480,0.643,FALSE,0,0.878,-9.002,1,0.0456,76.078,4,0.784
4.85e-4,0.757,243653,0.738,FALSE,0.00132,0.0807,-6.207,0,0.041,119.998,4,0.492
0.172,0.812,183427,0.67,FALSE,3.29e-6,0.253,-4.008,1,0.0901,125.087,4,0.654
0.00334,0.768,198413,0.795,FALSE,1.15e-6,0.11,-3.047,1,0.0366,106.005,4,0.922
0.0758,0.604,214853,0.893,FALSE,0,0.448,-3.636,0,0.0342,137.039,4,0.619
0.0335,0.451,243320,0.675,FALSE,0,0.181,-3.766,1,0.0284,189.984,4,0.235
0.113,0.507,201172,0.958,FALSE,0,0.984,-4.351,0,0.096,149.911,4,0.654
0.312,0.705,202320,0.688,FALSE,0,0.0951,-5.773,1,0.0415,114.943,4,0.598
2.48e-4,0.54,224400,0.766,TRUE,0,0.641,-5.148,0,0.07,98.932,4,0.176
0.00501,0.805,211080,0.852,TRUE,3.43e-4,0.0599,-2.431,1,0.0363,113.999,4,0.881
0.00784,0.532,238200,0.599,FALSE,0,0.14,-6.543,1,0.0333,130.019,4,0.113
0.0936,0.621,191920,0.903,FALSE,0,0.0786,-3.499,0,0.112,89.237,4,0.921
0.0871,0.812,237600,0.545,TRUE,3.01e-4,0.0834,-9.289,0,0.0622,99.978,4,0.306
0.00546,0.279,179787,0.976,FALSE,0,0.934,-5.67,0,0.0545,148.125,4,0.726
0.0329,0.541,296867,0.496,FALSE,6e-6,0.232,-10.115,1,0.0504,87.039,4,0.3
0.0333,0.417,314187,0.977,FALSE,0,0.945,-5.675,1,0.117,95.165,4,0.286
0.00401,0.218,578667,0.954,FALSE,0.00138,0.989,-6.598,0,0.0817,83.075,4,0.227
0.453,0.595,187920,0.756,FALSE,0,0.0989,-4.524,0,0.0304,95.999,4,0.553
0.0749,0.69,181573,0.8,FALSE,0,0.0848,-5.407,0,0.044,146.147,4,0.663
0.00317,0.333,472280,0.942,FALSE,5.86e-5,0.957,-6.645,1,0.0685,80.061,4,0.309
0.00365,0.693,194773,0.727,TRUE,0,0.0576,-5.364,0,0.0749,121.937,4,0.746
0.00468,0.664,222893,0.742,FALSE,0,0.058,-5.346,0,0.141,110.423,4,0.462
0.025,0.631,152813,0.932,FALSE,0,0.0619,-1.849,0,0.0614,154.9,4,0.972
0.0302,0.631,201307,0.949,FALSE,0,0.0882,-2.671,0,0.0591,164.118,4,0.969
0.0525,0.712,206200,0.862,FALSE,0,0.093,-4.612,0,0.0378,95.051,4,0.809
0.0313,0.626,198200,0.8,FALSE,0,0.0587,-5.085,0,0.0611,145.839,4,0.737
0.0257,0.626,211200,0.872,FALSE,0,0.152,-4.888,1,0.0327,90.985,4,0.96
0.555,0.624,215227,0.468,FALSE,0,0.131,-7.065,1,0.0585,60.349,4,0.375
0.0421,0.625,179773,0.925,FALSE,0,0.865,-4.435,1,0.342,172.017,4,0.515
0.0496,0.588,356640,0.883,TRUE,0,0.429,-4.71,1,0.0518,121.986,4,0.437
0.183,0.748,688742,0.813,FALSE,0.0518,0.424,-6.687,0,0.0704,116.962,4,0.445
0.221,0.757,215027,0.701,FALSE,1.39e-5,0.103,-6.175,1,0.0741,109.96,4,0.635
0.0191,0.271,323480,0.881,FALSE,0,0.991,-6.682,0,0.0501,152.043,4,0.438
0.0117,0.719,201240,0.764,FALSE,0,0.307,-4.514,0,0.0445,128.042,4,0.609
0.504,0.614,276787,0.509,FALSE,7.31e-6,0.696,-9.244,0,0.0315,98.137,4,0.593
0.56,0.49,254853,0.64,FALSE,0,0.706,-8.49,1,0.132,166.354,4,0.778
0.564,0.802,226720,0.722,FALSE,1.45e-4,0.189,-4.678,1,0.326,98.016,4,0.531
0.162,0.757,294187,0.902,TRUE,0.00226,0.121,-2.835,0,0.0631,109.003,4,0.759
0.0194,0.476,175373,0.936,FALSE,0,0.159,-4.157,0,0.337,178.123,4,0.37
0.0715,0.593,265227,0.505,TRUE,0.0281,0.137,-8.083,0,0.0683,81.451,4,0.174
0.113,0.556,235773,0.687,FALSE,0.00292,0.135,-4.77,1,0.0965,162.163,3,0.178
0.551,0.672,242947,0.572,TRUE,6.32e-5,0.0887,-7.216,0,0.0423,103.075,4,0.0563
0.593,0.671,242947,0.578,TRUE,9.25e-5,0.0917,-7.185,0,0.0446,103.079,4,0.0624
0.888,0.276,259107,0.216,TRUE,1.01e-5,0.0807,-10.824,1,0.0307,95.263,1,0.134
0.00204,0.424,245253,0.52,TRUE,0.00413,0.411,-10.231,1,0.343,189.613,4,0.184
0.0057,0.294,296040,0.703,TRUE,0,0.507,-4.425,1,0.0443,164.094,4,0.0496
0.497,0.777,229853,0.872,TRUE,0,0.286,-6.56,1,0.314,112.251,4,0.431
0.55,0.576,185413,0.729,TRUE,0.0384,0.175,-6.106,1,0.115,84.7,4,0.555
0.0424,0.775,195840,0.772,TRUE,1.18e-4,0.364,-5.259,1,0.19,128.04,4,0.795
0.383,0.751,304147,0.406,TRUE,4.23e-4,0.109,-8.835,0,0.0691,133.932,4,0.386
0.0359,0.77,198280,0.715,TRUE,0.00175,0.0863,-5.903,1,0.045,150.033,4,0.467
0.0728,0.596,212347,0.43,FALSE,0,0.203,-6.947,0,0.361,155.798,4,0.438
0.00212,0.386,245253,0.52,FALSE,0.00845,0.403,-10.226,1,0.381,189.472,4,0.205
0.208,0.828,194733,0.755,TRUE,0.0109,0.0819,-6.807,1,0.23,109.963,4,0.315
0.0525,0.701,199693,0.761,FALSE,0,0.576,-3.528,1,0.0604,127.968,4,0.41
0.889,0.33,259107,0.21,TRUE,1.1e-5,0.0784,-10.808,1,0.0307,128.154,4,0.135
0.312,0.848,279867,0.786,TRUE,0,0.193,-4.133,0,0.337,87.99,4,0.694
0.289,0.666,233387,0.748,TRUE,1.69e-5,0.121,-5.83,1,0.306,140.086,4,0.463
0.171,0.715,196787,0.766,TRUE,0,0.373,-6.36,0,0.381,169.761,4,0.77
0.307,0.745,213733,0.566,TRUE,0,0.0942,-6.393,1,0.364,81.955,4,0.744
0.015,0.848,207267,0.62,TRUE,0,0.195,-7.085,1,0.188,119.963,4,0.366
0.0983,0.799,250453,0.674,TRUE,0,0.212,-5.591,1,0.101,119.968,4,0.406
0.0107,0.694,231133,0.803,TRUE,4.34e-6,0.219,-3.82,1,0.0739,129.121,4,0.437
0.0951,0.837,229627,0.46,TRUE,3.97e-4,0.187,-7.24,0,0.0503,124.956,4,0.223
0.0769,0.762,193893,0.736,TRUE,0.0255,0.144,-3.403,1,0.21,173.994,4,0.275
0.0148,0.664,212920,0.848,TRUE,1.18e-4,0.1,-4.926,1,0.0386,119.878,4,0.196
0.114,0.578,179747,0.735,TRUE,0.0025,0.145,-6.711,1,0.0595,93.96,4,0.435
0.336,0.724,185293,0.817,TRUE,0,0.237,-4.425,1,0.24,76.982,4,0.757
0.0826,0.552,287440,0.687,TRUE,0,0.123,-5.673,1,0.271,180.126,4,0.341
0.105,0.503,237307,0.884,TRUE,0.091,0.389,-5.025,1,0.197,98.206,4,0.319
0.0299,0.649,216880,0.84,TRUE,2.45e-6,0.483,-5.084,1,0.256,163.947,4,0.358
0.539,0.791,227213,0.728,TRUE,8.1e-5,0.345,-4.745,1,0.337,98.016,4,0.58
0.00895,0.693,231120,0.805,TRUE,5.53e-6,0.201,-3.835,1,0.067,129.152,4,0.457
0.0957,0.799,250453,0.674,TRUE,0,0.162,-5.589,1,0.0832,119.988,4,0.422
0.0151,0.655,212920,0.849,FALSE,1.16e-4,0.105,-4.927,1,0.0389,119.91,4,0.167
0.0403,0.728,205640,0.858,TRUE,4.26e-6,0.0241,-3.686,1,0.0609,125.054,4,0.591
0.12,0.701,255467,0.443,TRUE,0,0.315,-10.374,1,0.159,119.962,4,0.44
0.349,0.7,224893,0.493,TRUE,1.63e-4,0.207,-7.577,1,0.14,143.005,4,0.153
0.0178,0.569,265333,0.858,TRUE,0,0.127,-4.847,1,0.268,161.921,4,0.495
0.347,0.682,233387,0.744,FALSE,5.82e-5,0.124,-5.846,1,0.278,139.947,4,0.484
0.0139,0.666,212920,0.853,TRUE,1.95e-4,0.107,-4.836,1,0.0391,119.89,4,0.168
0.114,0.88,199400,0.775,TRUE,0.00267,0.0944,-5.133,1,0.094,96.504,4,0.288
0.397,0.575,312027,0.481,TRUE,0,0.0973,-7.266,0,0.635,173.348,3,0.263
0.0452,0.851,251013,0.697,FALSE,2.86e-5,0.102,-4.268,1,0.0677,130.047,4,0.732
0.0185,0.544,265320,0.847,TRUE,0,0.122,-4.838,1,0.337,161.77,4,0.504
0.108,0.572,179760,0.724,TRUE,0.00216,0.151,-6.743,1,0.0595,93.917,4,0.366
0.53,0.817,276173,0.947,FALSE,0,0.29,-2.881,1,0.29,112.364,4,0.465
0.342,0.732,185293,0.824,TRUE,0,0.239,-4.406,0,0.209,154.061,4,0.732
0.0533,0.898,237493,0.733,TRUE,1.15e-4,0.102,-4.75,1,0.178,96.51,4,0.295
0.18,0.638,227320,0.651,TRUE,1.78e-5,0.0351,-6.197,0,0.056,131.469,4,0.472
0.0519,0.836,221853,0.755,TRUE,0.0319,0.0606,-5.445,0,0.131,153.991,4,0.81
0.0424,0.775,195813,0.772,TRUE,1.15e-4,0.364,-5.259,1,0.189,128.04,4,0.796
0.0901,0.803,199707,0.66,TRUE,0,0.115,-5.671,1,0.152,114.06,4,0.207
0.232,0.834,193480,0.781,TRUE,0,0.0689,-6.033,1,0.337,81.012,4,0.418
0.107,0.734,198067,0.767,TRUE,0.0702,0.101,-4.292,1,0.0453,128.021,4,0.635
0.307,0.745,213733,0.566,TRUE,0,0.0942,-6.393,1,0.364,81.955,4,0.744
0.0178,0.569,265320,0.858,TRUE,0,0.126,-4.831,1,0.268,161.921,4,0.495
0.0437,0.835,248933,0.806,TRUE,8.07e-4,0.142,-5.73,1,0.0504,108.974,4,0.392
2.16e-4,0.612,220800,0.915,FALSE,1.5e-4,0.12,-3.392,1,0.115,160.026,4,0.426
0.48,0.681,182667,0.657,TRUE,0,0.295,-7.767,1,0.337,83.87,4,0.639
0.291,0.726,207773,0.716,TRUE,0,0.123,-6.909,0,0.0525,132.862,4,0.691
0.306,0.823,213733,0.572,TRUE,0,0.099,-6.379,1,0.337,81.976,4,0.739
0.505,0.934,193480,0.28,TRUE,0,0.111,-12.588,0,0.411,96.011,4,0.21
0.129,0.842,229627,0.466,TRUE,5.82e-4,0.187,-7.231,0,0.0518,124.922,4,0.214
0.0103,0.719,228627,0.66,TRUE,4.93e-4,0.282,-5.495,1,0.0395,117.984,4,0.331
0.00192,0.493,245253,0.508,TRUE,0.00774,0.406,-10.173,1,0.256,123.956,5,0.208
0.17,0.633,227320,0.651,TRUE,1.47e-5,0.0294,-6.169,0,0.0573,131.456,4,0.516
0.0194,0.476,175373,0.936,TRUE,0,0.159,-4.157,0,0.337,178.123,4,0.37
0.356,0.471,279307,0.883,TRUE,0,0.211,-3.905,1,0.372,98.081,4,0.344
0.13,0.678,224933,0.88,TRUE,5.32e-4,0.63,-4.115,0,0.171,121.046,3,0.595
0.151,0.565,301800,0.91,TRUE,0,0.425,-3.404,1,0.229,140.134,4,0.544
0.251,0.715,269947,0.67,TRUE,0,0.109,-5.779,1,0.194,86.01,4,0.124
0.00212,0.386,245253,0.52,FALSE,0.00845,0.403,-10.226,1,0.381,189.472,4,0.205
0.587,0.528,185413,0.736,FALSE,0.0126,0.141,-6.143,1,0.138,83.856,4,0.598
0.508,0.815,276173,0.948,TRUE,0,0.316,-2.912,1,0.303,112.387,4,0.453
0.0908,0.752,199693,0.665,TRUE,0,0.115,-5.627,0,0.234,114.157,4,0.22
0.00812,0.391,268000,0.604,TRUE,5.18e-6,0.0443,-8.104,1,0.212,169.658,4,0.168
0.518,0.802,276173,0.947,TRUE,0,0.346,-2.868,1,0.311,112.416,4,0.444
0.158,0.509,225040,0.878,TRUE,0,0.15,-2.277,1,0.249,176.069,4,0.391
0.0281,0.485,216880,0.826,FALSE,2.5e-6,0.665,-5.065,1,0.384,163.972,4,0.34
0.0151,0.655,212920,0.849,FALSE,1.16e-4,0.105,-4.927,1,0.0389,119.91,4,0.167
0.0718,0.751,293733,0.463,TRUE,1.6e-5,0.105,-10.966,1,0.281,124.009,4,0.276
0.126,0.729,255467,0.434,TRUE,0,0.287,-10.284,0,0.143,119.932,4,0.432
0.181,0.556,301800,0.903,FALSE,0,0.384,-3.45,1,0.252,140.217,4,0.536
0.437,0.564,237840,0.703,TRUE,0.00927,0.358,-5.459,1,0.269,139.045,4,0.477
0.0438,0.58,212347,0.418,TRUE,0,0.198,-6.997,0,0.366,156.018,4,0.449
0.326,0.731,207787,0.712,TRUE,0,0.125,-6.874,0,0.046,132.905,4,0.722
0.0874,0.688,180480,0.614,TRUE,0.00611,0.566,-7.411,1,0.11,129.966,4,0.377
0.912,0.632,208267,0.44,TRUE,0.021,0.0741,-10.256,1,0.0324,93.947,4,0.359
0.0445,0.559,212347,0.414,TRUE,0,0.204,-7.032,0,0.351,155.949,4,0.472
0.3,0.717,200013,0.864,TRUE,2.33e-6,0.523,-4.317,1,0.215,127.022,4,0.677
0.149,0.746,210613,0.728,TRUE,0,0.245,-2.454,0,0.0736,125.027,4,0.718
0.315,0.374,246240,0.612,TRUE,4.47e-5,0.128,-5.492,1,0.124,78.74,4,0.365
0.282,0.532,196427,0.942,TRUE,0,0.247,-3.505,1,0.0483,172.036,4,0.495
0.0982,0.81,154600,0.416,TRUE,0.179,0.109,-8.036,0,0.485,173.893,4,0.341
0.44,0.618,237840,0.701,TRUE,0.00761,0.417,-5.664,1,0.218,138.923,4,0.438
0.0225,0.664,323107,0.905,FALSE,0.0602,0.0542,-3.716,1,0.205,199.82,4,0.654
0.0294,0.918,230693,0.734,TRUE,7.9e-6,0.191,-2.832,0,0.269,97.044,4,0.608
0.117,0.867,233960,0.596,FALSE,1.25e-4,0.061,-4.851,0,0.0463,125.984,4,0.646
0.0278,0.725,240027,0.64,TRUE,0,0.099,-7.905,0,0.332,166.029,3,0.915
0.0841,0.66,526373,0.63,TRUE,5.72e-5,0.0819,-9.615,1,0.149,157.594,4,0.591
3.23e-4,0.626,205720,0.898,FALSE,0.023,0.104,-6.635,0,0.0759,186.01,4,0.547
0.0245,0.611,186800,0.49,TRUE,0,0.114,-10.505,1,0.0832,94.879,4,0.0371
0.00757,0.874,281267,0.798,TRUE,0,0.0812,-6.976,0,0.0503,123.733,4,0.332
0.455,0.521,258213,0.456,FALSE,4.93e-5,0.172,-9.174,1,0.053900000000000003,72.964,4,0.0739
0.139,0.589,27240,0.866,TRUE,1.15e-4,0.322,-9.659,1,0.0701,93.289,4,0.887
0.0891,0.54,248840,0.928,TRUE,0,0.38,-5.596,0,0.393,202.356,4,0.611
0.172,0.524,264707,0.547,TRUE,4.86e-5,0.0433,-8.288,1,0.0405,54.66,4,0.825
0.0675,0.678,338933,0.659,TRUE,0,0.32,-5.146,0,0.356,177.711,4,0.295
0.779,0.591,57760,0.842,FALSE,0.271,0.589,-12.571,1,0.535,115.997,4,0.0795
0.334,0.84,236720,0.888,FALSE,0,0.303,-4.787,1,0.261,98.536,4,0.649
0.134,0.539,313156,0.808,FALSE,0,0.804,-8.183,1,0.49,103.42,4,0.379
0.123,0.775,160173,0.673,FALSE,0,0.477,-6.018,1,0.316,91.331,4,0.263
0.0347,0.471,281313,0.733,FALSE,0,0.922,-8.457,0,0.517,165.378,3,0.625
0.245,0.722,319240,0.661,TRUE,0,0.176,-5.711,0,0.373,89.294,4,0.156
0.237,0.755,152733,0.658,FALSE,1.81e-5,0.128,-6.866,1,0.0537,101.955,4,0.632
0.0127,0.809,162000,0.718,TRUE,0,0.062,-4.398,1,0.287,93.031,4,0.495
0.339,0.521,199360,0.781,FALSE,0,0.126,-6.763,1,0.335,176.322,4,0.688
0.121,0.827,247560,0.829,TRUE,0,0.134,-6.795,1,0.257,159.839,4,0.872
0.831,0,40693,0.0979,FALSE,0,0.321,-16.084,1,0,0,0,0
0.512,0.758,309002,0.839,FALSE,0,0.803,-6.779,1,0.423,103.812,4,0.356
0.142,0.843,270507,0.805,TRUE,0,0.0771,-5.946,0,0.269,94.946,4,0.615
0.04,0.731,331293,0.584,FALSE,0,0.0103,-10.55,1,0.31,94.548,4,0.752
5.34e-4,0.571,312067,0.977,FALSE,0.805,0.0926,-6.178,1,0.0765,170.001,4,0.912
0.344,0.625,246920,0.874,FALSE,0,0.1,-6.865,0,0.197,143.693,4,0.442
0.319,0.853,190813,0.71,TRUE,0,0.064,-7.313,0,0.191,107.033,4,0.583
0.62,0.518,25440,0.274,FALSE,0,0.507,-20.008,1,0.885,91.769,3,0.658
0.5,0.54,51560,0.361,FALSE,0,0.843,-11.194,0,0.301,83.391,4,0.331
0.0782,0.802,309867,0.593,TRUE,0,0.282,-9.72,1,0.267,89.66,4,0.55
0.51,0.53,201691,0.959,FALSE,0,0.612,-6.731,0,0.728,109.913,4,0.455
0.205,0.648,311400,0.882,FALSE,0.038,0.222,-8.582,0,0.363,99.948,4,0.807
0.189,0.959,277227,0.588,FALSE,4.99e-6,0.237,-2.8,1,0.129,108.037,4,0.705
0.182,0.646,326240,0.365,FALSE,1.34e-4,0.138,-7.816,1,0.0395,75.991,4,0.19
0.0172,0.644,323000,0.743,TRUE,0,0.0416,-8.921,0,0.281,88.368,4,0.667
0.0555,0.746,304227,0.978,TRUE,4.02e-5,0.026,-5.324,1,0.0978,153.897,4,0.652
0.0682,0.789,227533,0.715,TRUE,0,0.231,-9.78,0,0.295,92.927,4,0.47
0.787,0.483,132027,0.506,TRUE,4.54e-5,0.15,-14.899,0,0.36,159.825,4,0.466
0.777,0.706,16587,0.41,TRUE,0,0.752,-19.02,0,0.874,40.097,4,0.859
0.128,0.824,275827,0.958,FALSE,0,0.0848,-3.49,0,0.237,118.829,4,0.752
0.117,0.628,283760,0.892,FALSE,0,0.313,-6.066,0,0.282,87.013,4,0.689
0.302,0.878,189040,0.607,TRUE,4.12e-5,0.137,-5.097,0,0.327,92.338,4,0.718
0.23,0.791,165707,0.765,TRUE,0,0.346,-7.956,1,0.248,104.793,4,0.609
0.135,0.772,204160,0.861,FALSE,7.42e-4,0.064,-2.389,1,0.0898,133.918,4,0.424
0.0178,0.878,251667,0.651,TRUE,0,0.0408,-8.074,0,0.252,92.028,4,0.102
0.00214,0.48,289160,0.615,TRUE,0,0.29,-7.269,1,0.362,72.851,4,0.201
0.0153,0.565,259693,0.922,TRUE,0,0.267,-5.561,0,0.368,193.91,4,0.432
0.215,0.754,35000,0.478,FALSE,3.82e-4,0.341,-9.342,1,0.461,99.105,4,0.818
0.173,0.409,169733,0.704,FALSE,4.32e-5,0.391,-6.237,1,0.0541,94.775,4,0.249
0.0448,0.9,132440,0.484,TRUE,0,0.043,-9.544,1,0.295,95.012,4,0.382
0.221,0.93,195107,0.815,TRUE,4.09e-6,0.0584,-4.801,1,0.295,107.645,4,0.528
0.133,0.737,308733,0.676,TRUE,0,0.385,-4.771,1,0.399,92.901,4,0.388
0.0478,0.494,352507,0.716,TRUE,0,0.353,-6.479,1,0.364,168.894,4,0.468
0.224,0.833,238907,0.657,TRUE,0,0.0667,-7.582,1,0.277,93.426,4,0.196
0.0656,0.722,249853,0.858,TRUE,0,0.302,-5.195,1,0.236,104.675,4,0.777
0.0769,0.808,94433,0.658,FALSE,0.00847,0.355,-9.828,0,0.191,90.964,4,0.369
0.642,0.52,69720,0.28,TRUE,3.79e-5,0.188,-15.879,1,0.268,85.437,3,0.649
0.0925,0.605,255504,0.871,FALSE,0,0.949,-5.924,1,0.396,97.403,4,0.458
0.0196,0.841,447027,0.578,TRUE,0,0.137,-8.341,0,0.426,83.222,4,0.559
0.772,0.704,85133,0.496,FALSE,0,0.348,-10.429,0,0.93,132.97,4,0.529
0.0314,0.8,246280,0.558,TRUE,0,0.586,-6.565,1,0.432,85.047,4,0.47
0.0402,0.857,261267,0.764,TRUE,0,0.425,-6.304,1,0.246,93.071,4,0.579
0.105,0.759,186827,0.874,TRUE,6.5e-5,0.472,-4.886,1,0.182,115.955,3,0.468
5.97e-4,0.719,172027,0.925,TRUE,0.00538,0.0624,-5.235,0,0.159,92.842,4,0.263
0.0109,0.756,237160,0.697,TRUE,0,0.0459,-7.104,1,0.242,96.681,4,0.446
0.0614,0.896,258440,0.578,TRUE,8.27e-6,0.326,-9.044,1,0.243,91.003,4,0.565
0.519,0.737,231373,0.976,FALSE,0.144,0.108,-5.341,1,0.26,140.098,4,0.576
0.0623,0.84,207267,0.835,FALSE,1.5e-6,0.106,-3.351,0,0.0838,109.991,4,0.858
0.173,0.543,114267,0.384,FALSE,0,0.115,-21.501,0,0.862,121.739,4,0.284
0.996,0.78,70280,0.467,TRUE,0.703,0.518,-15.31,0,0.573,95.154,4,0.557
0.201,0.804,88627,0.923,TRUE,1.18e-4,0.0274,-7.539,1,0.102,146.828,3,0.572
0.108,0.752,222653,0.856,TRUE,0,0.745,-5.833,1,0.233,103.741,4,0.403
0.263,0.736,214047,0.797,FALSE,0,0.917,-6.718,0,0.547,123.889,4,0.663
0.777,0.778,72533,0.279,TRUE,0,0.507,-15.287,1,0.935,50.606,3,0.304
0.0721,0.533,277342,0.807,FALSE,0,0.729,-7.695,0,0.532,86.486,4,0.479
0.65,0.534,76000,0.334,FALSE,0,0.486,-11.986,1,0.342,79.299,4,0.43
0.0531,0.886,243267,0.641,TRUE,5.42e-4,0.113,-7.263,0,0.263,111.649,4,0.489
0.661,0.496,29773,0.434,FALSE,0,0.341,-15.924,1,0.386,75.649,4,0.477
0.0366,0.799,290667,0.923,TRUE,1.33e-5,0.41,-6.108,0,0.119,109.964,4,0.776
0.0448,0.445,267267,0.892,FALSE,0.186,0.533,-4.928,0,0.0966,93.461,4,0.82
0.514,0.796,139024,0.976,FALSE,3.55e-5,0.918,-5.851,1,0.278,107.804,4,0.475
0.934,0.389,127600,0.369,TRUE,6.8e-4,0.123,-10.049,1,0.0341,100.233,4,0.16
0.0026,0.824,426853,0.656,TRUE,0.00251,0.144,-6.571,1,0.224,125.006,4,0.707
0.0561,0.723,235213,0.97,FALSE,1.91e-4,0.203,-2.429,1,0.0575,79.49,4,0.966
0.868,0.609,50280,0.666,TRUE,0,0.176,-14.867,1,0.875,119.505,4,0.497
0.464,0.384,72587,0.292,TRUE,0.622,0.0873,-16.709,0,0.0315,140.798,4,0.161
0.589,0.634,343824,0.934,FALSE,0,0.151,-5.623,1,0.557,94.325,4,0.358
0.866,0.505,140173,0.335,FALSE,0.196,0.118,-14.896,1,0.0424,80.129,4,0.149
0.366,0.695,163413,0.528,FALSE,1.21e-4,0.0967,-6.812,0,0.0311,89.733,4,0.778
0.48,0.72,252029,0.898,FALSE,0,0.783,-7.225,0,0.517,106.951,4,0.296
0.0434,0.86,318267,0.54,TRUE,7.64e-6,0.415,-8.371,1,0.312,92.619,3,0.249
0.106,0.864,134307,0.713,TRUE,0,0.0211,-6.609,0,0.0372,114.01,4,0.788
0.0963,0.824,237133,0.939,FALSE,0,0.0604,-4.922,1,0.311,101.991,4,0.742
0.0378,0.729,214707,0.959,TRUE,0,0.312,-2.726,1,0.234,95.082,4,0.508
0.316,0.742,238360,0.627,TRUE,0,0.168,-8.921,0,0.326,81.04,4,0.586
0.1,0.693,237173,0.912,FALSE,0,0.126,-4.973,1,0.351,187.898,4,0.789
0.0107,0.826,232640,0.669,TRUE,0,0.168,-9.425,0,0.25,106.996,4,0.273
0.0577,0.255,229120,0.393,FALSE,0.00361,0.113,-10.654,1,0.0278,76.426,4,0.118
0.261,0.63,284507,0.429,FALSE,0.85,0.309,-15.54,1,0.0356,112.93,4,0.168
0.0635,0.692,266644,0.458,FALSE,0.516,0.136,-9.461,0,0.0403,150.695,4,0.35
0.229,0.293,267187,0.276,FALSE,0.119,0.167,-11.353,1,0.0351,121.603,4,0.196
0.0157,0.483,259973,0.559,FALSE,0.491,0.0562,-7.434,0,0.0403,161.046,4,0.52
0.00248,0.204,230573,0.951,FALSE,0.111,0.267,-4.345,0,0.0621,78.84,4,0.44
0.59,0.354,244285,0.302,FALSE,0.0709,0.111,-13.078,1,0.0326,123.753,4,0.223
0.263,0.601,293773,0.735,FALSE,0.795,0.11,-8.321,0,0.0255,102.891,4,0.505
0.774,0.538,318187,0.61,FALSE,0.749,0.0909,-8.027,0,0.0392,152.999,4,0.199
0.395,0.325,291733,0.565,FALSE,0.245,0.112,-7.303,1,0.0306,138.302,4,0.0881
8.49e-4,0.25,145373,0.62,FALSE,0.0848,0.175,-10.915,1,0.0611,114.098,4,0.319
0.182,0.443,199360,0.717,FALSE,5.1e-5,0.345,-5.498,0,0.0504,149.582,4,0.386
1.35e-4,0.42,187867,0.548,FALSE,0.399,0.111,-12.298,1,0.0268,101.9,4,0.408
0.00101,0.49,192743,0.777,FALSE,0.898,0.0896,-11.521,1,0.0974,135.991,4,0.729
0.786,0.127,288733,0.335,FALSE,0.427,0.111,-8.298,0,0.0329,77.078,4,0.0686
0.0193,0.614,323600,0.677,FALSE,0.518,0.108,-8.317,0,0.0323,126.477,4,0.717
0.0929,0.266,285133,0.633,FALSE,0.482,0.185,-6.933,0,0.0386,66.425,4,0.227
0.0392,0.274,228387,0.449,FALSE,0.0043,0.114,-9.303,1,0.0279,76.154,4,0.0797
7.9e-4,0.582,449493,0.949,FALSE,0.606,0.0898,-7.958,1,0.154,123.999,4,0.0327
0.103,0.288,201507,0.86,FALSE,3.99e-4,0.102,-6.311,0,0.0393,161.194,4,0.66
0.912,0.479,306581,0.407,FALSE,0.401,0.11,-12.428,0,0.0346,91.91,4,0.338
0.00455,0.343,242293,0.977,FALSE,0.0197,0.0948,-4.993,1,0.0579,166.664,4,0.727
0.313,0.596,373760,0.894,FALSE,0.849,0.115,-9.477,0,0.102,119.968,4,0.143
8.69e-5,0.364,299280,0.752,FALSE,0.361,0.093,-7.125,1,0.0312,102.754,4,0.122
0.056,0.242,276427,0.859,FALSE,0.116,0.38,-8.4,1,0.0663,96.929,4,0.671
0.0911,0.433,254867,0.675,FALSE,0.293,0.159,-6.702,0,0.0337,137.268,4,0.184
